Launch Date and Time (UTC),Launch Site (Abbrv.),Launch Site (Full),Latitude,Longitude,Launch Vehicle,Success,Official Payload Name,COSPAR,Tag
2006 Jan 19 1900:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 551,S,New Horizons,2006-001A,Outer Solar System
2006 Jan 24 0133,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 2022,S,Daichi,2006-002A,
2006 Feb 15 2334:55,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Echostar X,2006-003A,
2006 Feb 18 0627,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 2024,S,Himawari-7,2006-004A,
2006 Feb 21 2128:00,KSCUT,"Uchinoura Space Center, Japan",31.2,131.1,M-V,S,Akari,2006-005A,
2006 Feb 28 2010:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,F,Arabsat 4A,2006-006A,
2006 Mar 11 2233,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,Spainsat,2006-007A,
2006 Mar 22 1403:45,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Pegasus XL,S,ST-5 FWD,2006-008A,
2006 Mar 24 2230,KWAJ,"Omelek Island, Kwajalein Atoll",9.049117,167.743151,Falcon 1,F,Falconsat 2,2006-F01,SpaceX
2006 Mar 30 0230:20,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-8,2006-009A,
2006 Apr 12 2329:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,JCSAT 5A,2006-010A,
2006 Apr 15 0140:00,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Minotaur 1,S,FORMOSAT 3 FM6,2006-011A,
2006 Apr 20 2027:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 411,S,Astra 1KR,2006-012A,
2006 Apr 24 1603:25,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-56,2006-013A,
2006 Apr 25 1647:16,SVOBO,"Svobodnyy Launch Complex, Russia",51.4,128.3,Start-1,S,EROS B,2006-014A,
2006 Apr 26 2248,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 4C,S,Yaogan Weixing 1,2006-015A,
2006 Apr 28 1002:16,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7420-10C,S,Cloudsat,2006-016A,
2006 May 3 1738:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U-PVB,S,Kosmos-2420,2006-017A,
2006 May 24 2211:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,"Delta 4M+(4,2)",S,GOES 13,2006-018A,
2006 May 26 1850,SUBL,"Submarine Launch Platform (mobile), Russia",74.803859,36.610515,Shtil'-1,S,COMPASS-2,2006-019A,
2006 May 27 2109,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,Satmex 6,2006-020A,
2006 Jun 15 0800:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Resurs-DK,2006-021A,
2006 Jun 17 2244:05,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2M,S,Kazsat,2006-022A,
2006 Jun 18 0750,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Galaxy 16,2006-023A,
2006 Jun 21 2215,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,USA 187,2006-024A,
2006 Jun 24 1508:18,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-57,2006-025A,
2006 Jun 25 0400,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Tsiklon-2,S,Kosmos-2421,2006-026A,
2006 Jun 28 0333:00,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,"Delta 4M+(4,2)",S,USA 184,2006-027A,
2006 Jul 4 1837:55,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Discovery (STS-121),2006-028A,Space Shuttle
2006 Jul 10 1208,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,GSLV Mk I,F,Insat 4C,2006-F02,
2006 Jul 12 1453:36,DLS,"Dombarovsky Air Base, Russia",50.8,59.516667,Dnepr,S,Genesis-1,2006-029A,
2006 Jul 21 0420:03,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Kosmos-2422,2006-030A,
2006 Jul 26 1943:05,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Dnepr,F,BelKA,2006-F03,
2006 Jul 28 0705:43,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Rokot,S,Arirang-2,2006-031A,
2006 Aug 4 2148:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Hot Bird 8,2006-032A,
2006 Aug 11 2215,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,JCSAT 3A,2006-033A,
2006 Aug 22 0327:01,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Mugunghwa 5,2006-034A,
2006 Sep 9 0700:04,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2C,S,Shi Jian 8,2006-035A,
2006 Sep 9 1514:55,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Atlantis (STS-115),2006-036A,Space Shuttle
2006 Sep 11 0435,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 202,S,JSE kougaku-2 gouki,2006-037A,
2006 Sep 12 1602,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3A,S,Zhongxing 22A,2006-038A,
2006 Sep 14 1341:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Kosmos-2423,2006-039A,
2006 Sep 18 0408:42,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-9,2006-040A,
2006 Sep 22 2136:00,KSCUT,"Uchinoura Space Center, Japan",31.2,131.1,M-V,S,Hinode,2006-041A,
2006 Sep 25 1850,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-15(M),2006-042A,
2006 Oct 13 2056,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,DirecTV 9S,2006-043A,
2006 Oct 19 1628:13,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-2-1A,S,METOP A,2006-044A,
2006 Oct 23 1340:36,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-58,2006-045A,
2006 Oct 23 2334,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 4B,S,Shi Jian 6/2B,2006-046A,
2006 Oct 26 0052:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-10L,S,STEREO A,2006-047A,
2006 Oct 28 1620,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3B,S,Xinnuo 2,2006-048A,
2006 Oct 30 2348:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,XM-4,2006-049A,
2006 Nov 4 1353,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 4M,S,DMSP F-17,2006-050A,
2006 Nov 8 2001:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Badr 4,2006-051A,
2006 Nov 17 1912:00?,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-16(M),2006-052A,
2006 Dec 8 0053,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3A,S,Feng Yun 2D,2006-053A,
2006 Dec 8 2208,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,WildBlue 1,2006-054A,
2006 Dec 10 0147:35,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Discovery (STS-116),2006-055A,Space Shuttle
2006 Dec 11 2328:43,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Measat 3,2006-056A,
2006 Dec 14 2100:00,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7920-10C,S,USA 193,2006-057A,
2006 Dec 16 1200:00,ERAS,"Wallops Flight Facility, USA",37.8,-75.5,Minotaur 1,S,Tacsat 2,2006-058A,
2006 Dec 18 0632,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 204,S,Kiku-8,2006-059A,
2006 Dec 19 1400:19,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,SAR-Lupe 1,2006-060A,
2006 Dec 24 0834:44,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-2-1A,S,Meridian No. 11L,2006-061A,
2006 Dec 25 2018:12,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,Kosmos-2424,2006-062A,
2006 Dec 27 1423:38,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-2-1B,S,COROT,2006-063A,
2007 Jan 10 0354,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,PSLV,S,LAPAN-TUBSAT,2007-001A,
2007 Jan 18 0212:13,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-59,2007-002A,
2007 Jan 30 2322,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,F,NSS 8,2007-F01,
2007 Feb 2 1628,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3A,S,Beidou Daohang Shiyan Wei. 4,2007-003A,
2007 Feb 17 2301:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-10C,S,THEMIS A,2007-004A,Moon
2007 Feb 24 0441,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 2024,S,JSE reda-2 gouki,2007-005A,
2007 Mar 9 0310:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 401,S,ASTRO,2007-006A,
2007 Mar 11 2203,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,Insat 4B,2007-007A,
2007 Mar 21 0110,KWAJ,"Omelek Island, Kwajalein Atoll",9.049117,167.743151,Falcon 1,F,Instrumentation Ring,2007-F02,SpaceX
2007 Apr 7 1731:14,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-10,2007-008A,
2007 Apr 9 2254:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Anik F3,2007-009A,
2007 Apr 11 0327,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 2C,S,Hai Yang 1B,2007-010A,
2007 Apr 13 2011,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3A,S,Beidou DW 1,2007-011A,
2007 Apr 17 0646:39,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Dnepr,S,MisrSat 1,2007-012A,
2007 Apr 23 1000,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,PSLV,S,AGILE,2007-013A,
2007 Apr 24 0648,ERAS,"Wallops Flight Facility, USA",37.8,-75.5,Minotaur 1,S,NFIRE,2007-014A,
2007 Apr 25 2026:03,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Pegasus XL,S,AIM,2007-015A,
2007 May 4 2229,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,Astra 1L,2007-016A,
2007 May 12 0325:38,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-60,2007-017A,
2007 May 13 1601:02,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3B,S,Nigcomsat 1,2007-018A,
2007 May 25 0712,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2D,S,Yaogan Weixing 2,2007-019A,
2007 May 29 2031:30,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Globalstar M065,2007-020A,
2007 May 31 1608,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3A,S,Xinnuo 3,2007-021A,
2007 Jun 7 1800:01,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-U-PVB,S,Kosmos-2427,2007-022A,
2007 Jun 8 0234:00,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7420-10C,S,COSMO 1,2007-023A,
2007 Jun 8 2338:04,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Atlantis  (STS-117),2007-024A,Space Shuttle
2007 Jun 10 2340,YAVNE,"Yavne Launch Facility, Israel",31.5,34.5,Shaviyt 1,S,'Ofeq-7,2007-025A,
2007 Jun 15 0214,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Dnepr,S,TerraSAR-X,2007-026A,
2007 Jun 15 1512:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 401,F,USA 194,2007-027A,
2007 Jun 28 1502:20,DLS,"Dombarovsky Air Base, Russia",50.8,59.516667,Dnepr,S,Genesis-2,2007-028A,
2007 Jun 29 1000:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Zenit-2M,S,Kosmos-2428,2007-029A,
2007 Jul 2 1938:41,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,SAR-Lupe 2,2007-030A,
2007 Jul 5 1208,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3B,S,Zhongxing 6B,2007-031A,
2007 Jul 7 0116:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,DirecTV 10,2007-032A,
2007 Aug 2 1733:47,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-61,2007-033A,
2007 Aug 4 0926:34,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,Phoenix,2007-034A,Mars
2007 Aug 8 2236:42,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Endeavour (STS-118),2007-035A,Space Shuttle
2007 Aug 14 2344,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,Spaceway 3,2007-036A,
2007 Sep 2 1251,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,GSLV Mk I,F,INSAT 4CR,2007-037A,
2007 Sep 5 2243:10,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,F,JCSAT 11,2007-F03,
2007 Sep 11 1305:06,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,Kosmos-2429,2007-038A,
2007 Sep 14 0131:01,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 2022,S,Kaguya,2007-039A,Moon
2007 Sep 14 1100:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Foton-M No. 3,2007-040A,
2007 Sep 18 1835:00,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7920-10C,S,WorldView-1,2007-041A,
2007 Sep 19 0326:13,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 4B,S,Zi Yuan 1-2B,2007-042A,
2007 Sep 27 1134:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925H,S,Dawn,2007-043A,
2007 Oct 5 2202,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5GS,S,Optus D2,2007-044A,
2007 Oct 10 1322:39,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-11,2007-045A,
2007 Oct 11 0022,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 421,S,WGS SV-1,2007-046A,
2007 Oct 17 1223:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-17(M),2007-047A,
2007 Oct 20 2012:25,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Globalstar M067,2007-048A,
2007 Oct 23 0439:17,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Molniya 8K78M,S,Kosmos-2430,2007-049A,
2007 Oct 23 1538:19,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Discovery (STS-120),2007-050A,Space Shuttle
2007 Oct 24 1005:04,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3A,S,Chang'e-1,2007-051A,Moon
2007 Oct 26 0735:24,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,Kosmos-2431,2007-052A,
2007 Nov 1 0051:44,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,SAR-Lupe 3,2007-053A,
2007 Nov 11 0150,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 4H,S,DSP F23,2007-054A,
2007 Nov 11 2248,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 4C,S,Yaogan Weixing 3,2007-055A,
2007 Nov 14 2206,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,Star One C1,2007-056A,
2007 Nov 17 2239:47,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Sirius 4,2007-057A,
2007 Dec 9 0016:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Raduga-1M,2007-058A,
2007 Dec 9 0231:42,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7420-10C,S,COSMO 2,2007-059A,
2007 Dec 10 2205:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 401,S,USA 198,2007-060A,
2007 Dec 14 1317:34,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Radarsat-2,2007-061A,
2007 Dec 20 2004:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-18(M),2007-062A,
2007 Dec 21 2141:55,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5GS,S,Rascom-QAF 1,2007-063A,
2007 Dec 23 0712:41,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-62,2007-064A,
2007 Dec 25 1932:34,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/DM-2,S,Kosmos-2434,2007-065A,
2008 Jan 15 1148:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Thuraya 3,2008-001A,
2008 Jan 21 0345,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,PSLV,S,'Ofeq-8,2008-002A,
2008 Jan 28 0018:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Ekspress AM-33,2008-003A,
2008 Feb 5 1302:57,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-63,2008-004A,
2008 Feb 7 1945:30,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Atlantis (STS-122),2008-005A,Space Shuttle
2008 Feb 11 1134:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Thor 2R,2008-006A,
2008 Feb 23 0855:00,TANSC,"Tanegashima Space Center, Japan",30.4,131,H-IIA 2024,S,Kizuna,2008-007A,
2008 Mar 9 0403:11,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ES/ATV,S,Jules Verne,2008-008A,
2008 Mar 11 0628:14,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Endeavour (STS-123),2008-009A,Space Shuttle
2008 Mar 13 1002,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Atlas V 411,S,USA 200,2008-010A,
2008 Mar 14 2318:55,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,F,AMC 14,2008-011A,
2008 Mar 15 0610,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7925-9.5,S,GPS IIR-19(M),2008-012A,
2008 Mar 19 2247:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,DirecTV 11,2008-013A,
2008 Mar 27 1716:18,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,SAR-Lupe 4,2008-014A,
2008 Apr 8 1116:39,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-12,2008-015A,
2008 Apr 14 2012:00,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Atlas V 421,S,ICO G1,2008-016A,
2008 Apr 16 1702:48,KWAJ,"Omelek Island, Kwajalein Atoll",9.049117,167.743151,Pegasus XL,S,C/NOFS,2008-017A,
2008 Apr 18 2217,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,Vinasat,2008-018A,
2008 Apr 25 1535:11,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3C,S,Tian Lian 1A,2008-019A,
2008 Apr 26 2216:02,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Giove-B,2008-020A,
2008 Apr 28 0353:51,SRILR,"Satish Dhawan Space Centre, India",13.9,80.4,PSLV,S,Cartosat 2A,2008-021A,
2008 Apr 28 0500:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Zenit-3SLB,S,Amos 3,2008-022A,
2008 May 14 2022:56,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-64,2008-023A,
2008 May 21 0943:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Galaxy 18,2008-024A,
2008 May 23 1520:09,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Rokot,S,Yubileyniy,2008-025A,
2008 May 27 0302:33,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 4C,S,Feng Yun 3A,2008-026A,
2008 May 31 2102:12,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Space Shuttle,S,Discovery (STS-124),2008-027A,Space Shuttle
2008 Jun 9 1215:04,XICLF,"Xichang Launch Facility, China",28.25,102,Chang Zheng 3B,S,Zhongxing 9,2008-028A,
2008 Jun 11 1605:01,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Delta 7920H,S,Fermi Gamma-ray Space Tel.,2008-029A,
2008 Jun 12 2205:09,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,Skynet 5C,2008-030A,
2008 Jun 19 0636:46,KYMSC,"Kapustin Yar Missile and Space Complex, Russia",48.4,45.8,Kosmos 11K65M,S,Orbcomm Q2,2008-031A,
2008 Jun 20 0746:25,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7320-10C,S,Jason-2,2008-032A,
2008 Jun 26 2359:43,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-K/DM-2,S,Kosmos-2440,2008-033A,
2008 Jul 7 2147,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,Protostar 1,2008-034A,
2008 Jul 16 0520:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Echostar XI,2008-035A,
2008 Jul 22 0240:09,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Kosmos 11K65M,S,SAR-Lupe 5,2008-036A,
2008 Jul 26 1831:36,PLMSC,"Plesetsk Missile and Space Complex, Russia",62.8,40.1,Soyuz-2-1B,S,Kosmos-2441,2008-037A,
2008 Aug 3 0334,KWAJ,"Omelek Island, Kwajalein Atoll",9.049117,167.743151,Falcon 1,F,Trailblazer,2008-F01,SpaceX
2008 Aug 14 2044,FRGUI,"Guiana Space Centre, French Guiana",5.232,-52.776,Ariane 5ECA,S,Superbird C2,2008-038A,
2008 Aug 16 1932,SEMLS,"Imam Khomeini Space Center, Iran",35.234722,53.920833,Safir,F,IRSA Test Payload,2008-F02,
2008 Aug 18 2243:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Inmarsat 4 F3,2008-039A,
2008 Aug 29 0715:58,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Dnepr,S,Mati,2008-040A,
2008 Sep 6 0325,TAISC,"Taiyuan Space Center, China",37.5,112.6,Chang Zheng 2C,S,Huan Jing 1A,2008-041A,
2008 Sep 6 1850:57,AFWTR,"Vandenberg Air Force Base, USA",34.4,-120.35,Delta 7420-10C,S,GeoEye-1,2008-042A,
2008 Sep 10 1950:02,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-U-PVB,S,Progress M-65,2008-043A,
2008 Sep 19 2148:00,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/Briz-M,S,Nimiq 4,2008-044A,
2008 Sep 24 0927:59,SEAL,"Sea Launch Platform (mobile), USA",0.1,-154,Zenit-3SL,S,Galaxy 19,2008-045A,
2008 Sep 25 0849:37,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Proton-M/DM-2,S,Kosmos-2442,2008-046A,
2008 Sep 25 1310,JSC,"Jiuquan Satellite Launch Center, China",40.6,99.9,Chang Zheng 2F,S,Shenzhou 7,2008-047A,
2008 Sep 28 2315,AFETR,"Kennedy Space Center/Cape Canaveral, USA",28.391139,-80.588343,Falcon 1,S,Ratsat,2008-048A,SpaceX
2008 Oct 1 0637:21,DLS,"Dombarovsky Air Base, Russia",50.8,59.516667,Dnepr,S,Thaichote,2008-049A,
2008 Oct 12 0701:33,TYMSC,"Baikonur Cosmodrome, Kazakhstan",45.6,63.4,Soyuz-FG,S,Soyuz TMA-13,2008-050A,
2008 Oct 19 1747:23,KWAJ,"Omelek Island, Kwajalein Atoll",9.049117,167.743151,Pegasus XL,S,IBEX,2008-051A,
